Condition	Block	Frequency	Timing File	Info	TaskObject#1	TaskObject#2	TaskObject#3
163	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',163	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0163.wav')
164	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.75,'n_beeps',15,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',164	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0164.wav')
165	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',9.95,'n_beeps',19,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',165	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0165.wav')
166	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',166	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0166.wav')
167	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',3.35,'n_beeps',7,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',167	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0167.wav')
168	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',168	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0168.wav')
169	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',8.85,'n_beeps',17,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',169	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0169.wav')
170	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',170	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0170.wav')
171	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.75,'n_beeps',15,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',171	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0171.wav')
172	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',172	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0172.wav')
173	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',6.1,'n_beeps',12,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',173	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0173.wav')
174	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.0,'n_beeps',10,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',174	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0174.wav')
175	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.75,'n_beeps',15,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',175	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0175.wav')
176	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.75,'n_beeps',15,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',176	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0176.wav')
177	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',5.55,'n_beeps',11,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',177	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0177.wav')
178	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',4.45,'n_beeps',9,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',178	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0178.wav')
179	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',3.9,'n_beeps',8,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',179	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0179.wav')
180	3	1	kikuchi_decisiontiming_v1.m	'block_name','long','mean_dur',8.0,'predictability',1.0,'actual_seq_dur',7.2,'n_beeps',14,'isis_mean',0.5,'isis_std',0.0,'practice',0,'beep_wav_index',180	"fix(0,0)"	"sqr(0.5,[0.61 0.61 0.61],1,0,7)"	snd('./wavs/beep_train_0180.wav')
